service_date,gtfs_route_id,gtfs_route_desc,route_category,mode_type,otp_numerator,otp_denominator,cancelled_numerator,month,route_short_name,route_long_name
2021-12-21,215,Local Bus,Other Bus,Bus,279,372,0,21Dec,215,Quincy Center Station - Ashmont Station via West Quincy
2021-12-21,CR-Haverhill,Commuter Rail,NULL,Commuter Rail,21,21,0,21Dec,,Haverhill Line
2021-12-21,211,Local Bus,Other Bus,Bus,80,138,0,21Dec,211,Quincy Center Station - Squantum
2021-12-21,CR-Haverhill,Commuter Rail,NULL,Commuter Rail,12,12,0,21Dec,,Haverhill Line
2021-12-21,211,Local Bus,Other Bus,Bus,43,86,0,21Dec,211,Quincy Center Station - Squantum
2021-12-21,CR-Greenbush,Commuter Rail,NULL,Commuter Rail,17,18,0,21Dec,,Greenbush Line
2021-12-21,CR-Greenbush,Commuter Rail,NULL,Commuter Rail,8,8,0,21Dec,,Greenbush Line
2021-12-21,CR-Franklin,Commuter Rail,NULL,Commuter Rail,26,26,0,21Dec,,Franklin Line
2021-12-21,CR-Franklin,Commuter Rail,NULL,Commuter Rail,12,12,0,21Dec,,Franklin Line
2021-12-21,CR-Fitchburg,Commuter Rail,NULL,Commuter Rail,5,8,0,21Dec,,Fitchburg Line
2021-12-21,CR-Fitchburg,Commuter Rail,NULL,Commuter Rail,24,26,0,21Dec,,Fitchburg Line
2021-12-21,CR-Fairmount,Commuter Rail,NULL,Commuter Rail,34,35,0,21Dec,,Fairmount Line
2021-12-21,CR-Fairmount,Commuter Rail,NULL,Commuter Rail,12,12,0,21Dec,,Fairmount Line
2021-12-21,Blue,Rapid Transit,Blue Line,Rail,42229.91,43269.69,0,21Dec,,Blue Line
2021-12-21,Blue,Rapid Transit,Blue Line,Rail,28343.17,28678.1,0,21Dec,,Blue Line
2021-12-21,99,Local Bus,Other Bus,Bus,130,181,0,21Dec,99,Woodland Road - Wellington Station
2021-12-21,99,Local Bus,Other Bus,Bus,23,58,0,21Dec,99,Woodland Road - Wellington Station
2021-12-21,97,Local Bus,Other Bus,Bus,49,79,0,21Dec,97,Malden Center Station - Wellington Station
2021-12-21,97,Local Bus,Other Bus,Bus,28,67,0,21Dec,97,Malden Center Station - Wellington Station
2021-12-21,96,Local Bus,Other Bus,Bus,117,167,0,21Dec,96,Medford Square - Harvard Station
2021-12-21,96,Local Bus,Other Bus,Bus,283,340,0,21Dec,96,Medford Square - Harvard Station
2021-12-21,95,Local Bus,Other Bus,Bus,93,136,0,21Dec,95,West Medford or Arlington Center - Sullivan Square Station
2021-12-21,95,Local Bus,Other Bus,Bus,214,271,0,21Dec,95,West Medford or Arlington Center - Sullivan Square Station
2021-12-21,94,Local Bus,Other Bus,Bus,198,249,0,21Dec,94,Medford Square - Davis Station
2021-12-21,94,Local Bus,Other Bus,Bus,72,107,0,21Dec,94,Medford Square - Davis Station
2021-12-21,93,Local Bus,Other Bus,Bus,265,338,0,21Dec,93,Sullivan Square Station - Downtown via Bunker Hill Street
2021-12-21,93,Local Bus,Other Bus,Bus,117,161,0,21Dec,93,Sullivan Square Station - Downtown via Bunker Hill Street
2021-12-21,92,Local Bus,Other Bus,Bus,54,81,0,21Dec,92,Sullivan Square Station - Downtown via Main Street
2021-12-21,92,Local Bus,Other Bus,Bus,111,145,0,21Dec,92,Sullivan Square Station - Downtown via Main Street
2021-12-21,91,Local Bus,Other Bus,Bus,78,90,0,21Dec,91,"Sullivan Square Station - Central Square, Cambridge"
2021-12-21,91,Local Bus,Other Bus,Bus,175,204,0,21Dec,91,"Sullivan Square Station - Central Square, Cambridge"
2021-12-21,90,Local Bus,Other Bus,Bus,33,61,0,21Dec,90,Davis Station - Assembly Row
2021-12-21,90,Local Bus,Other Bus,Bus,97,110,0,21Dec,90,Davis Station - Assembly Row
2021-12-21,9,Local Bus,Other Bus,Bus,364,409,0,21Dec,9,City Point - Copley Station
2021-12-21,9,Local Bus,Other Bus,Bus,551,659,0,21Dec,9,City Point - Copley Station
2021-12-21,89,Local Bus,Other Bus,Bus,137,184,0,21Dec,89,Clarendon Hill or Davis Station - Sullivan Square Station
2021-12-21,89,Local Bus,Other Bus,Bus,236,355,0,21Dec,89,Clarendon Hill or Davis Station - Sullivan Square Station
2021-12-21,88,Local Bus,Other Bus,Bus,147,193,0,21Dec,88,Clarendon Hill - Lechmere Station
2021-12-20,CR-Fitchburg,Commuter Rail,NULL,Commuter Rail,25,26,0,21Dec,,Fitchburg Line
2021-12-21,64,Local Bus,Other Bus,Bus,84,109,0,21Dec,64,Oak Square - University Park or Kendall/MIT Station
2021-12-20,CR-Fairmount,Commuter Rail,NULL,Commuter Rail,12,12,0,21Dec,,Fairmount Line
2021-12-20,CR-Fairmount,Commuter Rail,NULL,Commuter Rail,35,35,0,21Dec,,Fairmount Line
2021-12-20,Blue,Rapid Transit,Blue Line,Rail,28291.32,28607.59,0,21Dec,,Blue Line
2021-12-20,Blue,Rapid Transit,Blue Line,Rail,42250.92,43308.96,0,21Dec,,Blue Line
2021-12-20,99,Local Bus,Other Bus,Bus,121,180,0,21Dec,99,Woodland Road - Wellington Station
2021-12-20,99,Local Bus,Other Bus,Bus,42,70,0,21Dec,99,Woodland Road - Wellington Station
2021-12-21,62,Local Bus,Other Bus,Bus,187,272,0,21Dec,62,Bedford VA Hospital - Alewife Station
2021-12-20,97,Local Bus,Other Bus,Bus,20,68,0,21Dec,97,Malden Center Station - Wellington Station
2021-12-21,62,Local Bus,Other Bus,Bus,69,113,0,21Dec,62,Bedford VA Hospital - Alewife Station
2021-12-20,97,Local Bus,Other Bus,Bus,40,85,0,21Dec,97,Malden Center Station - Wellington Station
2021-12-21,60,Local Bus,Other Bus,Bus,86,159,0,21Dec,60,Chestnut Hill - Kenmore Station
2021-12-20,96,Local Bus,Other Bus,Bus,290,337,0,21Dec,96,Medford Square - Harvard Station
2021-12-21,60,Local Bus,Other Bus,Bus,277,394,0,21Dec,60,Chestnut Hill - Kenmore Station
2021-12-20,96,Local Bus,Other Bus,Bus,120,157,0,21Dec,96,Medford Square - Harvard Station
2021-12-21,59,Local Bus,Other Bus,Bus,115,182,0,21Dec,59,Needham Junction - Watertown Square
2021-12-20,95,Local Bus,Other Bus,Bus,89,139,0,21Dec,95,West Medford or Arlington Center - Sullivan Square Station
2021-12-21,59,Local Bus,Other Bus,Bus,35,101,0,21Dec,59,Needham Junction - Watertown Square
2021-12-20,95,Local Bus,Other Bus,Bus,207,272,0,21Dec,95,West Medford or Arlington Center - Sullivan Square Station
2021-12-21,57,Key Bus Route (Frequent Service),Key Bus,Bus,353,456,0,21Dec,57,Watertown Yard - Kenmore Station
2021-12-20,94,Local Bus,Other Bus,Bus,76,102,0,21Dec,94,Medford Square - Davis Station
2021-12-21,57,Key Bus Route (Frequent Service),Key Bus,Bus,954,1180,0,21Dec,57,Watertown Yard - Kenmore Station
2021-12-20,94,Local Bus,Other Bus,Bus,197,244,0,21Dec,94,Medford Square - Davis Station
2021-12-21,558,Express Bus,Other Bus,Bus,13,23,0,21Dec,558,Riverside Station - Newton Corner
2021-12-20,93,Local Bus,Other Bus,Bus,114,168,0,21Dec,93,Sullivan Square Station - Downtown via Bunker Hill Street
2021-12-21,558,Express Bus,Other Bus,Bus,14,20,0,21Dec,558,Riverside Station - Newton Corner
2021-12-20,93,Local Bus,Other Bus,Bus,283,361,0,21Dec,93,Sullivan Square Station - Downtown via Bunker Hill Street
2021-12-21,556,Express Bus,Other Bus,Bus,11,19,0,21Dec,556,Waltham Highlands - Newton Corner
2021-12-21,210,Local Bus,Other Bus,Bus,99,148,0,21Dec,210,Quincy Center Station - Fields Corner Station
2021-12-20,92,Local Bus,Other Bus,Bus,111,139,0,21Dec,92,Sullivan Square Station - Downtown via Main Street
2021-12-20,92,Local Bus,Other Bus,Bus,59,79,0,21Dec,92,Sullivan Square Station - Downtown via Main Street
2021-12-20,91,Local Bus,Other Bus,Bus,172,205,0,21Dec,91,"Sullivan Square Station - Central Square, Cambridge"
2021-12-20,91,Local Bus,Other Bus,Bus,76,90,0,21Dec,91,"Sullivan Square Station - Central Square, Cambridge"
2021-12-20,90,Local Bus,Other Bus,Bus,32,58,0,21Dec,90,Davis Station - Assembly Row
2021-12-20,90,Local Bus,Other Bus,Bus,87,108,0,21Dec,90,Davis Station - Assembly Row
2021-12-20,9,Local Bus,Other Bus,Bus,543,638,0,21Dec,9,City Point - Copley Station
2021-12-20,9,Local Bus,Other Bus,Bus,325,391,0,21Dec,9,City Point - Copley Station
2021-12-20,89,Local Bus,Other Bus,Bus,172,218,0,21Dec,89,Clarendon Hill or Davis Station - Sullivan Square Station
2021-12-20,89,Local Bus,Other Bus,Bus,298,379,0,21Dec,89,Clarendon Hill or Davis Station - Sullivan Square Station
2021-12-20,88,Local Bus,Other Bus,Bus,419,513,0,21Dec,88,Clarendon Hill - Lechmere Station
2021-12-20,88,Local Bus,Other Bus,Bus,146,190,0,21Dec,88,Clarendon Hill - Lechmere Station
2021-12-20,87,Local Bus,Other Bus,Bus,154,215,0,21Dec,87,Clarendon Hill or Arlington Center - Lechmere Station
2021-12-20,87,Local Bus,Other Bus,Bus,453,567,0,21Dec,87,Clarendon Hill or Arlington Center - Lechmere Station
2021-12-20,86,Local Bus,Other Bus,Bus,200,267,0,21Dec,86,Sullivan Square Station - Reservoir Station
2021-12-20,86,Local Bus,Other Bus,Bus,374,503,0,21Dec,86,Sullivan Square Station - Reservoir Station
2021-12-20,85,Local Bus,Other Bus,Bus,29,33,0,21Dec,85,Spring Hill - Kendall/MIT Station
2021-12-20,85,Local Bus,Other Bus,Bus,34,42,0,21Dec,85,Spring Hill - Kendall/MIT Station
2021-12-20,83,Local Bus,Other Bus,Bus,95,115,0,21Dec,83,"Rindge Avenue - Central Square, Cambridge"
2021-12-20,83,Local Bus,Other Bus,Bus,205,251,0,21Dec,83,"Rindge Avenue - Central Square, Cambridge"
2021-12-21,556,Express Bus,Other Bus,Bus,15,27,0,21Dec,556,Waltham Highlands - Newton Corner
2021-12-21,554,Express Bus,Other Bus,Bus,11,20,0,21Dec,554,Waverley Square - Newton Corner
2021-12-21,554,Express Bus,Other Bus,Bus,15,22,0,21Dec,554,Waverley Square - Newton Corner
2021-12-21,553,Express Bus,Other Bus,Bus,22,40,0,21Dec,553,Roberts - Newton Corner
2021-12-21,553,Express Bus,Other Bus,Bus,48,87,0,21Dec,553,Roberts - Newton Corner
2021-12-21,55,Local Bus,Other Bus,Bus,46,53,0,21Dec,55,Jersey Street & Queensberry Street - Copley Station
2021-12-21,55,Local Bus,Other Bus,Bus,1,1,0,21Dec,55,Jersey Street & Queensberry Street - Copley Station
2021-12-21,52,Local Bus,Other Bus,Bus,32,115,0,21Dec,52,Dedham Mall - Watertown Yard
2021-12-21,52,Local Bus,Other Bus,Bus,62,170,0,21Dec,52,Dedham Mall - Watertown Yard
2021-12-21,51,Local Bus,Other Bus,Bus,79,137,0,21Dec,51,Reservoir Station - Forest Hills Station
2021-12-21,51,Local Bus,Other Bus,Bus,172,249,0,21Dec,51,Reservoir Station - Forest Hills Station
2021-12-21,505,Express Bus,Other Bus,Bus,64,106,0,21Dec,505,Waltham Center - Federal Street & Franklin Street
2021-12-21,505,Express Bus,Other Bus,Bus,90,157,0,21Dec,505,Waltham Center - Federal Street & Franklin Street
2021-12-21,504,Express Bus,Other Bus,Bus,178,211,0,21Dec,504,Watertown Yard - Federal Street & Franklin Street
2021-12-21,504,Express Bus,Other Bus,Bus,150,200,0,21Dec,504,Watertown Yard - Federal Street & Franklin Street
2021-12-21,501,Express Bus,Other Bus,Bus,70,100,0,21Dec,501,Brighton Center - Federal Street & Franklin Street
2021-12-21,501,Express Bus,Other Bus,Bus,165,209,0,21Dec,501,Brighton Center - Federal Street & Franklin Street
2021-12-21,50,Local Bus,Other Bus,Bus,108,153,0,21Dec,50,Cleary Square - Forest Hills Station
2021-12-21,50,Local Bus,Other Bus,Bus,60,105,0,21Dec,50,Cleary Square - Forest Hills Station
2021-12-21,47,Local Bus,Other Bus,Bus,362,541,0,21Dec,47,"Central Square, Cambridge - Broadway Station"
2021-12-21,47,Local Bus,Other Bus,Bus,170,239,0,21Dec,47,"Central Square, Cambridge - Broadway Station"
2021-12-21,456,Limited Service,Other Bus,Bus,46,51,0,21Dec,456,"Salem Depot - Central Square, Lynn"
2021-12-21,456,Limited Service,Other Bus,Bus,3,3,0,21Dec,456,"Salem Depot - Central Square, Lynn"
2021-12-21,455,Local Bus,Other Bus,Bus,83,180,0,21Dec,455,Salem Depot - Wonderland Station
2021-12-21,455,Local Bus,Other Bus,Bus,340,530,0,21Dec,455,Salem Depot - Wonderland Station
2021-12-21,451,Limited Service,Other Bus,Bus,26,36,0,21Dec,451,North Beverly Station - Salem Depot
2021-12-21,451,Limited Service,Other Bus,Bus,28,36,0,21Dec,451,North Beverly Station - Salem Depot
2021-12-21,450,Express Bus,Other Bus,Bus,193,290,0,21Dec,450,Salem Depot - Wonderland or Haymarket Station
2021-12-21,450,Express Bus,Other Bus,Bus,59,130,0,21Dec,450,Salem Depot - Wonderland or Haymarket Station
2021-12-21,45,Local Bus,Other Bus,Bus,426,545,0,21Dec,45,Franklin Park - Ruggles Station
2021-12-20,192,Local Bus,Other Bus,Bus,3,17,0,21Dec,NA,NA
2021-12-20,191,Local Bus,Other Bus,Bus,13,22,0,21Dec,NA,NA
2021-12-20,19,Local Bus,Other Bus,Bus,78,304,0,21Dec,19,Fields Corner Station - Kenmore or Ruggles Station
2021-12-20,19,Local Bus,Other Bus,Bus,218,391,0,21Dec,19,Fields Corner Station - Kenmore or Ruggles Station
2021-12-20,18,Local Bus,Other Bus,Bus,31,46,0,21Dec,18,Ashmont Station - Andrew Station
2021-12-20,18,Local Bus,Other Bus,Bus,24,28,0,21Dec,18,Ashmont Station - Andrew Station
2021-12-20,171,Limited Service,Other Bus,Bus,9,10,0,21Dec,171,Logan Airport Terminals - Nubian Station
2021-12-20,17,Local Bus,Other Bus,Bus,213,296,0,21Dec,17,Fields Corner Station - Andrew Station
2021-12-20,17,Local Bus,Other Bus,Bus,97,137,0,21Dec,17,Fields Corner Station - Andrew Station
2021-12-20,16,Local Bus,Other Bus,Bus,182,309,0,21Dec,16,Forest Hills Station - Andrew Station or Harbor Point
2021-12-20,16,Local Bus,Other Bus,Bus,673,923,0,21Dec,16,Forest Hills Station - Andrew Station or Harbor Point
2021-12-20,15,Key Bus Route (Frequent Service),Key Bus,Bus,265,312,0,21Dec,15,Fields Corner Station or Kane Square - Ruggles Station
2021-12-20,15,Key Bus Route (Frequent Service),Key Bus,Bus,746,928,0,21Dec,15,Fields Corner Station or Kane Square - Ruggles Station
2021-12-20,14,Local Bus,Other Bus,Bus,120,186,0,21Dec,14,Roslindale Square - Heath Street
2021-12-20,14,Local Bus,Other Bus,Bus,61,105,0,21Dec,14,Roslindale Square - Heath Street
2021-12-20,137,Local Bus,Other Bus,Bus,127,201,0,21Dec,137,Reading Depot - Malden Center Station
2021-12-20,137,Local Bus,Other Bus,Bus,261,463,0,21Dec,137,Reading Depot - Malden Center Station
2021-12-20,134,Local Bus,Other Bus,Bus,67,120,0,21Dec,134,North Woburn - Wellington Station
2021-12-20,134,Local Bus,Other Bus,Bus,225,306,0,21Dec,134,North Woburn - Wellington Station
2021-12-20,132,Local Bus,Other Bus,Bus,36,57,0,21Dec,132,Redstone Shopping Center - Malden Center Station
2021-12-20,132,Local Bus,Other Bus,Bus,103,141,0,21Dec,132,Redstone Shopping Center - Malden Center Station
2021-12-20,131,Local Bus,Other Bus,Bus,71,114,0,21Dec,131,Melrose Highlands - Oak Grove or Malden Center Station
2021-12-20,131,Local Bus,Other Bus,Bus,12,47,0,21Dec,131,Melrose Highlands - Oak Grove or Malden Center Station
2021-12-20,121,Limited Service,Other Bus,Bus,27,31,0,21Dec,121,Wood Island Station - Maverick Station
2021-12-20,121,Limited Service,Other Bus,Bus,53,66,0,21Dec,121,Wood Island Station - Maverick Station
2021-12-20,120,Local Bus,Other Bus,Bus,227,355,0,21Dec,120,Orient Heights Station - Jeffries Point
2021-12-20,120,Local Bus,Other Bus,Bus,63,116,0,21Dec,120,Orient Heights Station - Jeffries Point
2021-12-20,119,Local Bus,Other Bus,Bus,117,162,0,21Dec,119,Northgate Shopping Center - Beachmont Station
2021-12-20,119,Local Bus,Other Bus,Bus,49,61,0,21Dec,119,Northgate Shopping Center - Beachmont Station
2021-12-20,117,Key Bus Route (Frequent Service),Key Bus,Bus,162,213,0,21Dec,117,Wonderland Station - Maverick Station via Beach Street
2021-12-20,117,Key Bus Route (Frequent Service),Key Bus,Bus,482,620,0,21Dec,117,Wonderland Station - Maverick Station via Beach Street
2021-12-20,116,Key Bus Route (Frequent Service),Key Bus,Bus,130,181,0,21Dec,116,Wonderland Station - Maverick Station via Revere Street
2021-12-20,116,Key Bus Route (Frequent Service),Key Bus,Bus,426,504,0,21Dec,116,Wonderland Station - Maverick Station via Revere Street
2021-12-20,114,Limited Service,Other Bus,Bus,1,6,0,21Dec,114,Market Basket - Maverick Station
2021-12-20,114,Limited Service,Other Bus,Bus,48,65,0,21Dec,114,Market Basket - Maverick Station
2021-12-20,112,Local Bus,Other Bus,Bus,101,178,0,21Dec,112,Wellington Station - Wood Island Station
2021-12-20,112,Local Bus,Other Bus,Bus,49,81,0,21Dec,112,Wellington Station - Wood Island Station
2021-12-20,111,Key Bus Route (Frequent Service),Key Bus,Bus,2316,2759,0,21Dec,111,Woodlawn - Haymarket Station
2021-12-20,111,Key Bus Route (Frequent Service),Key Bus,Bus,887,1101,0,21Dec,111,Woodlawn - Haymarket Station
2021-12-20,110,Local Bus,Other Bus,Bus,178,272,0,21Dec,110,Wonderland Station - Wellington Station
2021-12-20,110,Local Bus,Other Bus,Bus,306,439,0,21Dec,110,Wonderland Station - Wellington Station
2021-12-20,11,Local Bus,Other Bus,Bus,224,287,0,21Dec,11,City Point - Chauncy Street & Summer Street
2021-12-20,11,Local Bus,Other Bus,Bus,363,502,0,21Dec,11,City Point - Chauncy Street & Summer Street
2021-12-20,109,Local Bus,Other Bus,Bus,172,209,0,21Dec,109,Linden Square - Sullivan Square Station
2021-12-20,109,Local Bus,Other Bus,Bus,449,598,0,21Dec,109,Linden Square - Sullivan Square Station
2021-12-20,108,Local Bus,Other Bus,Bus,101,131,0,21Dec,108,Linden Square - Wellington Station
2021-12-20,80,Local Bus,Other Bus,Bus,129,150,0,21Dec,80,Arlington Center - Lechmere Station
2021-12-20,108,Local Bus,Other Bus,Bus,254,329,0,21Dec,108,Linden Square - Wellington Station
2021-12-20,106,Local Bus,Other Bus,Bus,78,120,0,21Dec,106,Lebanon Loop - Wellington Station
2021-12-20,106,Local Bus,Other Bus,Bus,226,301,0,21Dec,106,Lebanon Loop - Wellington Station
2021-12-20,62,Local Bus,Other Bus,Bus,59,113,0,21Dec,62,Bedford VA Hospital - Alewife Station
2021-12-20,105,Local Bus,Other Bus,Bus,40,60,0,21Dec,105,Malden Center Station - Sullivan Square Station via Newland Street Housing
2021-12-20,105,Local Bus,Other Bus,Bus,67,82,0,21Dec,105,Malden Center Station - Sullivan Square Station via Newland Street Housing
2021-12-20,104,Local Bus,Other Bus,Bus,412,594,0,21Dec,104,Malden Center Station - Sullivan Square Station via Ferry Street
2021-12-20,104,Local Bus,Other Bus,Bus,117,204,0,21Dec,104,Malden Center Station - Sullivan Square Station via Ferry Street
2021-12-20,101,Local Bus,Other Bus,Bus,193,291,0,21Dec,101,Malden Center Station - Sullivan Square Station via Winter Hill
2021-12-20,101,Local Bus,Other Bus,Bus,360,542,0,21Dec,101,Malden Center Station - Sullivan Square Station via Winter Hill
2021-12-20,100,Local Bus,Other Bus,Bus,137,160,0,21Dec,100,Elm Street - Wellington Station
2021-12-20,100,Local Bus,Other Bus,Bus,279,302,0,21Dec,100,Elm Street - Wellington Station
2021-12-20,10,Local Bus,Other Bus,Bus,115,191,0,21Dec,10,City Point - Copley Square
2021-12-20,10,Local Bus,Other Bus,Bus,316,456,0,21Dec,10,City Point - Copley Square
2021-12-20,1,Key Bus Route (Frequent Service),Key Bus,Bus,347,479,0,21Dec,1,Harvard Square - Nubian Station
2021-12-20,1,Key Bus Route (Frequent Service),Key Bus,Bus,1197,1588,0,21Dec,1,Harvard Square - Nubian Station
2021-12-20,31,Local Bus,Other Bus,Bus,462,531,0,21Dec,31,Mattapan Station - Forest Hills Station via Morton Street
2021-12-20,436,Local Bus,Other Bus,Bus,49,75,0,21Dec,436,"Liberty Tree Mall - Central Square, Lynn via Goodwin Circle"
2021-12-20,62,Local Bus,Other Bus,Bus,207,289,0,21Dec,62,Bedford VA Hospital - Alewife Station
2021-12-20,80,Local Bus,Other Bus,Bus,351,424,0,21Dec,80,Arlington Center - Lechmere Station
2021-12-20,436,Local Bus,Other Bus,Bus,82,129,0,21Dec,436,"Liberty Tree Mall - Central Square, Lynn via Goodwin Circle"
2021-12-20,435,Local Bus,Other Bus,Bus,26,65,0,21Dec,435,"Liberty Tree Mall - Central Square, Lynn via Peabody Square"
2021-12-20,435,Local Bus,Other Bus,Bus,113,201,0,21Dec,435,"Liberty Tree Mall - Central Square, Lynn via Peabody Square"
2021-12-20,430,Local Bus,Other Bus,Bus,43,90,0,21Dec,430,Saugus Center - Malden Center Station
2021-12-20,430,Local Bus,Other Bus,Bus,87,159,0,21Dec,430,Saugus Center - Malden Center Station
2021-12-20,8,Local Bus,Other Bus,Bus,373,586,0,21Dec,8,Harbor Point - Kenmore Station
2021-12-20,43,Local Bus,Other Bus,Bus,46,65,0,21Dec,43,Ruggles  Station - Park Street Station
2021-12-20,31,Local Bus,Other Bus,Bus,119,131,0,21Dec,31,Mattapan Station - Forest Hills Station via Morton Street
2021-12-20,60,Local Bus,Other Bus,Bus,232,394,0,21Dec,60,Chestnut Hill - Kenmore Station
2021-12-20,43,Local Bus,Other Bus,Bus,187,234,0,21Dec,43,Ruggles  Station - Park Street Station
2021-12-20,8,Local Bus,Other Bus,Bus,101,230,0,21Dec,8,Harbor Point - Kenmore Station
2021-12-20,78,Local Bus,Other Bus,Bus,311,408,0,21Dec,78,Arlmont Village - Harvard Station
2021-12-20,78,Local Bus,Other Bus,Bus,115,149,0,21Dec,78,Arlmont Village - Harvard Station
2021-12-20,429,Local Bus,Other Bus,Bus,104,200,0,21Dec,429,"Northgate Shopping Center - Central Square, Lynn"
2021-12-20,77,Key Bus Route (Frequent Service),Key Bus,Bus,1053,1321,0,21Dec,77,Arlington Heights - Harvard Station
2021-12-20,429,Local Bus,Other Bus,Bus,52,83,0,21Dec,429,"Northgate Shopping Center - Central Square, Lynn"
2021-12-20,77,Key Bus Route (Frequent Service),Key Bus,Bus,390,490,0,21Dec,77,Arlington Heights - Harvard Station
2021-12-20,428,Express Bus,Other Bus,Bus,11,22,0,21Dec,428,Oaklandvale - Haymarket Station
2021-12-20,76,Local Bus,Other Bus,Bus,54,75,0,21Dec,76,Lincoln Lab - Alewife Station
2021-12-20,428,Express Bus,Other Bus,Bus,10,15,0,21Dec,428,Oaklandvale - Haymarket Station
2021-12-20,76,Local Bus,Other Bus,Bus,68,95,0,21Dec,76,Lincoln Lab - Alewife Station
2021-12-20,426,Express Bus,Other Bus,Bus,143,253,0,21Dec,426,"Central Square, Lynn - Haymarket or Wonderland Station"
2021-12-20,751,Rapid Transit,Silver Line,Bus,213,253,0,21Dec,SL4,Nubian Station - South Station
2021-12-20,426,Express Bus,Other Bus,Bus,55,111,0,21Dec,426,"Central Square, Lynn - Haymarket or Wonderland Station"
2021-12-20,751,Rapid Transit,Silver Line,Bus,554,641,0,21Dec,SL4,Nubian Station - South Station
2021-12-20,60,Local Bus,Other Bus,Bus,102,157,0,21Dec,60,Chestnut Hill - Kenmore Station
2021-12-20,424,Express Bus,Other Bus,Bus,18,37,0,21Dec,424,Eastern Avenue & Essex Street - Wonderland Station
2021-12-20,30,Local Bus,Other Bus,Bus,74,102,0,21Dec,30,Mattapan Station - Forest Hills Station via Cummins Highway and Roslindale Square
2021-12-20,75,Local Bus,Other Bus,Bus,274,310,0,21Dec,75,Belmont Center - Harvard via Huron Avenue
2021-12-20,59,Local Bus,Other Bus,Bus,132,178,0,21Dec,59,Needham Junction - Watertown Square
2021-12-20,59,Local Bus,Other Bus,Bus,46,98,0,21Dec,59,Needham Junction - Watertown Square
2021-12-20,57,Key Bus Route (Frequent Service),Key Bus,Bus,940,1188,0,21Dec,57,Watertown Yard - Kenmore Station
2021-12-20,57,Key Bus Route (Frequent Service),Key Bus,Bus,347,445,0,21Dec,57,Watertown Yard - Kenmore Station
2021-12-20,30,Local Bus,Other Bus,Bus,217,259,0,21Dec,30,Mattapan Station - Forest Hills Station via Cummins Highway and Roslindale Square
2021-12-20,558,Express Bus,Other Bus,Bus,13,21,0,21Dec,558,Riverside Station - Newton Corner
2021-12-20,75,Local Bus,Other Bus,Bus,120,149,0,21Dec,75,Belmont Center - Harvard via Huron Avenue
2021-12-20,29,Local Bus,Other Bus,Bus,193,355,0,21Dec,29,Mattapan Station - Jackson Square Station
2021-12-20,424,Express Bus,Other Bus,Bus,13,23,0,21Dec,424,Eastern Avenue & Essex Street - Wonderland Station
2021-12-20,558,Express Bus,Other Bus,Bus,14,24,0,21Dec,558,Riverside Station - Newton Corner
2021-12-20,749,Rapid Transit,Silver Line,Bus,796,943,0,21Dec,SL5,Nubian Station - Temple Place
2021-12-20,29,Local Bus,Other Bus,Bus,93,196,0,21Dec,29,Mattapan Station - Jackson Square Station
2021-12-20,42,Local Bus,Other Bus,Bus,223,343,0,21Dec,42,Forest Hills Station - Nubian Station
2021-12-20,556,Express Bus,Other Bus,Bus,21,27,0,21Dec,556,Waltham Highlands - Newton Corner
2021-12-20,556,Express Bus,Other Bus,Bus,8,20,0,21Dec,556,Waltham Highlands - Newton Corner
2021-12-20,554,Express Bus,Other Bus,Bus,18,24,0,21Dec,554,Waverley Square - Newton Corner
2021-12-20,554,Express Bus,Other Bus,Bus,16,22,0,21Dec,554,Waverley Square - Newton Corner
2021-12-20,553,Express Bus,Other Bus,Bus,14,35,0,21Dec,553,Roberts - Newton Corner
2021-12-20,553,Express Bus,Other Bus,Bus,46,85,0,21Dec,553,Roberts - Newton Corner
2021-12-20,55,Local Bus,Other Bus,Bus,42,53,0,21Dec,55,Jersey Street & Queensberry Street - Copley Station
2021-12-20,55,Local Bus,Other Bus,Bus,1,1,0,21Dec,55,Jersey Street & Queensberry Street - Copley Station
2021-12-20,52,Local Bus,Other Bus,Bus,45,129,0,21Dec,52,Dedham Mall - Watertown Yard
2021-12-20,52,Local Bus,Other Bus,Bus,102,168,0,21Dec,52,Dedham Mall - Watertown Yard
2021-12-20,51,Local Bus,Other Bus,Bus,172,250,0,21Dec,51,Reservoir Station - Forest Hills Station
2021-12-20,51,Local Bus,Other Bus,Bus,79,132,0,21Dec,51,Reservoir Station - Forest Hills Station
2021-12-20,505,Express Bus,Other Bus,Bus,82,159,0,21Dec,505,Waltham Center - Federal Street & Franklin Street
2021-12-20,505,Express Bus,Other Bus,Bus,60,99,0,21Dec,505,Waltham Center - Federal Street & Franklin Street
2021-12-20,504,Express Bus,Other Bus,Bus,182,240,0,21Dec,504,Watertown Yard - Federal Street & Franklin Street
2021-12-20,504,Express Bus,Other Bus,Bus,175,236,0,21Dec,504,Watertown Yard - Federal Street & Franklin Street
2021-12-20,501,Express Bus,Other Bus,Bus,88,115,0,21Dec,501,Brighton Center - Federal Street & Franklin Street
2021-12-20,501,Express Bus,Other Bus,Bus,149,197,0,21Dec,501,Brighton Center - Federal Street & Franklin Street
2021-12-20,50,Local Bus,Other Bus,Bus,77,106,0,21Dec,50,Cleary Square - Forest Hills Station
2021-12-20,50,Local Bus,Other Bus,Bus,101,153,0,21Dec,50,Cleary Square - Forest Hills Station
